worker_id,paid,task_id,batch_name,unit_id,try_last,try_current,action,time_submit,time_submit_parsed,doc_index,doc_id,doc_statement,doc_explanation,doc_label,doc_truthfulness-1_value,doc_truthfulness-1_label,doc_truthfulness-1_index,doc_truthfulness-1_description,doc_explanation-quality_value,doc_truthfulness-2_value,doc_truthfulness-2_label,doc_truthfulness-2_index,doc_truthfulness-2_description,doc_truthfulness-2_justification,doc_truthfulness-2_url,doc_accesses,doc_time_elapsed,doc_time_start,doc_time_end,global_outcome,global_form_validity,gold_checks,time_spent_check,time_check_amount
AYZVRW92TO2EZ,True,sctask,scbatch,unit_10,1,1,Next,"Mon, 09 Jan 2023 21:18:32 GMT",2023-01-09 21:18:32 00:00,0.0,41947,Matthew Gray Gubler is not an actor.,"The claim is that Matthew Gray Gubler is not an actor. The evidence says that he is an American actor. So, the claim is false.",REFUTES,4,mostly-true,4.0,Vera ma priva di dettagli ,75.0,5,true,5.0,Sicuramente vera,"Cercando il nome di questo personaggio appare il suo articolo di Wikipedia che dice: Matthew Gray Gubler(/ËÉ¡uËblÉr/, GOOB-lÉr;[1]born March 9, 1980) is an American actor, filmmaker, fashion model, painter, illustrator, director, and author.",https://en.wikipedia.org/wiki/Matthew_Gray_Gubler,1.0,129.01,1673298983.0,1673299112.01,True,True,True,True,True
AYZVRW92TO2EZ,True,sctask,scbatch,unit_10,1,1,Next,"Mon, 09 Jan 2023 21:20:53 GMT",2023-01-09 21:20:53 00:00,1.0,1520,Azithromycin is sold under different trade names.,"""The relevant information about the claim is lacking in the context.""",SUPPORTS,2,barely-true,2.0,A malapena vera,1.0,5,true,5.0,Sicuramente vera,"L'articolo di Wikipedia dice: Azithromycin, sold under the brand names Zithromax (in oral form) and Azasite (as an eye drop)",https://en.wikipedia.org/wiki/Azithromycin,1.0,141.66,1673299112.01,1673299253.67,True,True,True,True,True
AYZVRW92TO2EZ,True,sctask,scbatch,unit_10,1,1,Finish,"Mon, 09 Jan 2023 21:22:35 GMT",2023-01-09 21:22:35 00:00,2.0,1520,Azithromycin is sold under different trade names.,"The first sentence is the claim and the second sentence is the evidence. The evidence is saying ""It is available as a generic medication and is sold under many trade names worldwide."" The word ""and"" is joining two ideas together, so we can split the evidence into two parts. Part A is ""It is available as a generic medication."" Part B is ""It is sold under many trade names worldwide."" We can see that Part A is true because the medication is available as a generic. Part B is also true because it is sold under many trade names worldwide. Therefore, the entire claim is true.",SUPPORTS,4,mostly-true,4.0,Vera ma priva di dettagli ,85.0,5,true,5.0,Sicuramente vera,"L'articolo di Wikipedia dÃ  esempi di diversi nomi di questo farmaco: Azithromycin, sold under the brand names Zithromax (in oral form) and Azasite (as an eye drop)",https://en.wikipedia.org/wiki/Azithromycin,1.0,100.93,1673299253.67,1673299354.6,True,True,True,True,True
AUKIFC96442HM,True,sctask,scbatch,unit_0,1,1,Next,"Sun, 08 Jan 2023 13:43:03 GMT",2023-01-08 13:43:03 00:00,0.0,41947,Matthew Gray Gubler is not an actor.,"The claim is that Matthew Gray Gubler is not an actor. The evidence says that he is an American actor. So, the claim is false.",REFUTES,1,false,1.0,Falsa,100.0,1,false,1.0,Falsa,Matthew Gubler Ã¨ un attore americano.,https://en.wikipedia.org/wiki/Matthew_Gray_Gubler,1.0,47.53,1673185336.0,1673185383.53,True,True,True,True,True
AUKIFC96442HM,True,sctask,scbatch,unit_0,1,1,Next,"Sun, 08 Jan 2023 13:44:50 GMT",2023-01-08 13:44:50 00:00,1.0,25842,Saw II sold over 3 million units.,"Saw II sold over 3 million units, however it does not say whether it sold them on DVD.",SUPPORTS,5,true,5.0,Sicuramente vera,90.0,5,true,5.0,Sicuramente vera,"Saw II ha venduto 3.9 milioni di copie solo nella prima settimana, quindi la frase Ã¨ sicuramente vera.",https://movieweb.com/saw-ii-sells-39-million-copies-during-its-first-week-of-release/,1.0,107.27,1673185383.53,1673185490.8,True,True,True,True,True
AUKIFC96442HM,True,sctask,scbatch,unit_0,1,1,Back,"Sun, 08 Jan 2023 13:45:00 GMT",2023-01-08 13:45:00 00:00,2.0,25842,Saw II sold over 3 million units.,"The claim is that Saw II sold over 3 million units. The evidence says that Saw II was released to DVD and topped charts its first week, selling more than 3 million units. So we can infer that the claim is true.",SUPPORTS,,true,5.0,Sicuramente vera,,,true,5.0,Sicuramente vera,,https://movieweb.com/saw-ii-sells-39-million-copies-during-its-first-week-of-release/,1.0,10.2,1673185490.8,1673185501.0,True,True,True,True,True
AUKIFC96442HM,True,sctask,scbatch,unit_0,1,1,Next,"Sun, 08 Jan 2023 13:45:04 GMT",2023-01-08 13:45:04 00:00,1.0,25842,Saw II sold over 3 million units.,"Saw II sold over 3 million units, however it does not say whether it sold them on DVD.",SUPPORTS,5,true,5.0,Sicuramente vera,90,5,true,5.0,Sicuramente vera,"Saw II ha venduto 3.9 milioni di copie solo nella prima settimana, quindi la frase Ã¨ sicuramente vera.",https://movieweb.com/saw-ii-sells-39-million-copies-during-its-first-week-of-release/,2.0,110.5,1673185383.53,1673185490.8,True,True,True,True,True
AUKIFC96442HM,True,sctask,scbatch,unit_0,1,1,Back,"Sun, 08 Jan 2023 13:46:05 GMT",2023-01-08 13:46:05 00:00,2.0,25842,Saw II sold over 3 million units.,"The claim is that Saw II sold over 3 million units. The evidence says that Saw II was released to DVD and topped charts its first week, selling more than 3 million units. So we can infer that the claim is true.",SUPPORTS,5,true,5.0,Sicuramente vera,100,5,true,5.0,Sicuramente vera,Saw II ha sicuramente venduto piÃ¹ di 3 milioni di copie.,https://movieweb.com/saw-ii-sells-39-million-copies-during-its-first-week-of-release/,2.0,71.26,1673185490.8,1673185501.0,True,True,True,True,True
AUKIFC96442HM,True,sctask,scbatch,unit_0,1,1,Next,"Sun, 08 Jan 2023 13:46:08 GMT",2023-01-08 13:46:08 00:00,1.0,25842,Saw II sold over 3 million units.,"Saw II sold over 3 million units, however it does not say whether it sold them on DVD.",SUPPORTS,5,true,5.0,Sicuramente vera,90,5,true,5.0,Sicuramente vera,"Saw II ha venduto 3.9 milioni di copie solo nella prima settimana, quindi la frase Ã¨ sicuramente vera.",https://movieweb.com/saw-ii-sells-39-million-copies-during-its-first-week-of-release/,3.0,113.22,1673185383.53,1673185490.8,True,True,True,True,True
AUKIFC96442HM,True,sctask,scbatch,unit_0,1,1,Finish,"Sun, 08 Jan 2023 13:46:10 GMT",2023-01-08 13:46:10 00:00,2.0,25842,Saw II sold over 3 million units.,"The claim is that Saw II sold over 3 million units. The evidence says that Saw II was released to DVD and topped charts its first week, selling more than 3 million units. So we can infer that the claim is true.",SUPPORTS,5,true,5.0,Sicuramente vera,100,5,true,5.0,Sicuramente vera,Saw II ha sicuramente venduto piÃ¹ di 3 milioni di copie.,https://movieweb.com/saw-ii-sells-39-million-copies-during-its-first-week-of-release/,3.0,74.2,1673185490.8,1673185501.0,True,True,True,True,True
A34X6QMZ95D6IB,True,sctask,scbatch,unit_5,1,1,Next,"Mon, 09 Jan 2023 12:05:45 GMT",2023-01-09 12:05:45 00:00,0.0,41947,Matthew Gray Gubler is not an actor.,"The claim is that Matthew Gray Gubler is not an actor. The evidence says that he is an American actor. So, the claim is false.",REFUTES,0,lie,0.0,Spudoratamente falsa e/o contradditoria,100,0,lie,0.0,Spudoratamente falsa e/o contradditoria,"Da Wikipedia: Matthew Gray Gubler is an American actor, filmmaker, fashion model, painter, illustrator, director, and author.",https://en.wikipedia.org/wiki/Matthew_Gray_Gubler,1.0,140.52,1673265805.0,1673265945.52,True,True,True,True,True
A34X6QMZ95D6IB,True,sctask,scbatch,unit_5,1,1,Next,"Mon, 09 Jan 2023 12:07:57 GMT",2023-01-09 12:07:57 00:00,1.0,25842,Saw II sold over 3 million units.,"The claim is that Saw II sold over 3 million units. The evidence says that Saw II was released to DVD and topped charts its first week, selling more than 3 million units. So we can infer that the claim is true.",SUPPORTS,5,true,5.0,Sicuramente vera,100,5,true,5.0,Sicuramente vera,"Da Wikipedia: Saw II was released to home media on February 14, 2006, and topped charts its first week, selling more than 3 million units.",https://en.wikipedia.org/wiki/Saw_II,1.0,132.03,1673265945.52,1673266077.55,True,True,True,True,True
A34X6QMZ95D6IB,True,sctask,scbatch,unit_5,1,1,Finish,"Mon, 09 Jan 2023 12:10:59 GMT",2023-01-09 12:10:59 00:00,2.0,25842,Saw II sold over 3 million units.,"Saw II sold over 3 million units, however it does not say whether it sold them on DVD.",SUPPORTS,4,mostly-true,4.0,Vera ma priva di dettagli ,70,5,true,5.0,Sicuramente vera,"It went on to sell 3.9 million units its first week, becoming the fastest selling theatrical DVD in Lions Gate's history.",https://en.wikipedia.org/wiki/Saw_II,1.0,181.55,1673266077.55,1673266259.09,True,True,True,True,True
A270Z11G9U45GJ,True,sctask,scbatch,unit_3,1,1,Next,"Sun, 08 Jan 2023 18:19:29 GMT",2023-01-08 18:19:29 00:00,0.0,41947,Matthew Gray Gubler is not an actor.,Matthew Gray Gubler is an actor.,REFUTES,0,lie,0.0,Spudoratamente falsa e/o contradditoria,100,0,lie,0.0,Spudoratamente falsa e/o contradditoria,the statement is a lie because based on the internet source M. G. G. is an American actor,https://en.wikipedia.org/wiki/Matthew_Gray_Gubler,1.0,119.84,1673201850.0,1673201969.84,True,True,True,True,True
A270Z11G9U45GJ,True,sctask,scbatch,unit_3,1,1,Next,"Sun, 08 Jan 2023 18:22:10 GMT",2023-01-08 18:22:10 00:00,1.0,25842,Saw II sold over 3 million units.,"The claim is that Saw II sold over 3 million units. The evidence says that Saw II was released to DVD and topped charts its first week, selling more than 3 million units. So we can infer that the claim is true.",SUPPORTS,5,true,5.0,Sicuramente vera,79,5,true,5.0,Sicuramente vera,"the internet source says that saw II sold 3.9millions copies in the 1st week alone, so the statement is correct",https://movieweb.com/saw-ii-sells-39-million-copies-during-its-first-week-of-release/,1.0,160.2,1673201969.84,1673202130.04,True,True,True,True,True
A270Z11G9U45GJ,True,sctask,scbatch,unit_3,1,1,Back,"Sun, 08 Jan 2023 18:22:31 GMT",2023-01-08 18:22:31 00:00,2.0,41947,Matthew Gray Gubler is not an actor.,"The claim is that Matthew Gray Gubler is not an actor. The evidence says that he is an American actor. So, the claim is false.",REFUTES,,true,5.0,Sicuramente vera,,,true,5.0,Sicuramente vera,,https://movieweb.com/saw-ii-sells-39-million-copies-during-its-first-week-of-release/,1.0,21.88,1673202130.04,1673202151.92,True,True,True,True,True
A270Z11G9U45GJ,True,sctask,scbatch,unit_3,1,1,Back,"Sun, 08 Jan 2023 18:22:34 GMT",2023-01-08 18:22:34 00:00,1.0,25842,Saw II sold over 3 million units.,"The claim is that Saw II sold over 3 million units. The evidence says that Saw II was released to DVD and topped charts its first week, selling more than 3 million units. So we can infer that the claim is true.",SUPPORTS,5,true,5.0,Sicuramente vera,79,5,true,5.0,Sicuramente vera,"the internet source says that saw II sold 3.9millions copies in the 1st week alone, so the statement is correct",https://movieweb.com/saw-ii-sells-39-million-copies-during-its-first-week-of-release/,2.0,163.18,1673201969.84,1673202130.04,True,True,True,True,True
A270Z11G9U45GJ,True,sctask,scbatch,unit_3,1,1,Next,"Sun, 08 Jan 2023 18:22:38 GMT",2023-01-08 18:22:38 00:00,0.0,41947,Matthew Gray Gubler is not an actor.,Matthew Gray Gubler is an actor.,REFUTES,0,lie,0.0,Spudoratamente falsa e/o contradditoria,100,0,lie,0.0,Spudoratamente falsa e/o contradditoria,the statement is a lie because based on the internet source M. G. G. is an American actor,https://en.wikipedia.org/wiki/Matthew_Gray_Gubler,2.0,123.11,1673201850.0,1673201969.84,True,True,True,True,True
A270Z11G9U45GJ,True,sctask,scbatch,unit_3,1,1,Next,"Sun, 08 Jan 2023 18:22:39 GMT",2023-01-08 18:22:39 00:00,1.0,25842,Saw II sold over 3 million units.,"The claim is that Saw II sold over 3 million units. The evidence says that Saw II was released to DVD and topped charts its first week, selling more than 3 million units. So we can infer that the claim is true.",SUPPORTS,5,true,5.0,Sicuramente vera,79,5,true,5.0,Sicuramente vera,"the internet source says that saw II sold 3.9millions copies in the 1st week alone, so the statement is correct",https://movieweb.com/saw-ii-sells-39-million-copies-during-its-first-week-of-release/,3.0,164.34,1673201969.84,1673202130.04,True,True,True,True,True
A270Z11G9U45GJ,True,sctask,scbatch,unit_3,1,1,Finish,"Sun, 08 Jan 2023 18:23:48 GMT",2023-01-08 18:23:48 00:00,2.0,41947,Matthew Gray Gubler is not an actor.,"The claim is that Matthew Gray Gubler is not an actor. The evidence says that he is an American actor. So, the claim is false.",REFUTES,0,lie,0.0,Spudoratamente falsa e/o contradditoria,100,0,lie,0.0,Spudoratamente falsa e/o contradditoria,the statement is false because the internet source says that m. g. g. is an American actor,https://en.wikipedia.org/wiki/Matthew_Gray_Gubler,2.0,91.23,1673202130.04,1673202151.92,True,True,True,True,True
AMUFIJCOP7UOA,True,sctask,scbatch,unit_11,1,1,Next,"Tue, 10 Jan 2023 12:21:48 GMT",2023-01-10 12:21:48 00:00,0.0,25842,Saw II sold over 3 million units.,"The claim is that Saw II sold over 3 million units. The evidence says that Saw II was released to DVD and topped charts its first week, selling more than 3 million units. So we can infer that the claim is true.",SUPPORTS,5,true,5.0,Sicuramente vera,95,5,true,5.0,Sicuramente vera,La ricerca conferma l'ipotesi precedentemente esposta,https://movieweb.com/saw-ii-sells-39-million-copies-during-its-first-week-of-release/,1.0,41.95,1673353267.0,1673353308.95,True,True,True,True,True
